19.7,4.779,15.523,0.0,0.0,4.0,0.0,36.83
2.66,1.101,3.038,0.0,0.0,0.0,0.0,5.234
8.4,2.514,9.163,0.0,0.0,0.0,0.0,16.63
9.18,2.461,11.168,0.0,0.0,7.2,0.0,17.75
10.6,4.012,11.271,0.0,0.0,6.4,0.8,25.77
23.5,11.821,29.837,1.6,12.8,4.0,0.8,108.4
6.08,2.51,5.715,0.0,0.0,0.0,0.0,13.4
7.5,2.86,7.64,0.0,0.0,0.0,0.0,16.56
9.2,3.117,7.731,0.0,4.0,4.0,0.0,18.4
17.4,8.478,16.559,0.0,0.0,0.0,0.0,42.51
3.0,1.662,2.955,0.0,0.0,0.0,0.8,5.887
7.91,2.743,7.828,0.0,0.0,0.0,0.0,16.88
8.23,2.44,8.606,0.0,0.0,0.0,4.8,18.08
2.66,1.547,2.673,3.2,3.2,13.6,7.2,5.961
